"lang"
{
"Language"	"spanish"
"[english]DOTA_Item_Desc_Tahlin_Occult_Daggers"	"There are none so stabbed as those who will not see.
	
	Contains both of the Tahlin Occult Daggers for Riki:"
"DOTA_Item_Desc_Talon_of_the_Scarlet_Raven"	"Una garra para abrir los ríos de sangre."
"[english]DOTA_Item_Desc_Talon_of_the_Scarlet_Raven"	"One talon to open the rivers of blood."
"DOTA_Item_Desc_Talon_of_the_Scarlet_Raven_Pack"	"Este pack contiene la Garra del Cuervo Escarlata tanto principal como secundaria."
"[english]DOTA_Item_Desc_Talon_of_the_Scarlet_Raven_Pack"	"This bundle contains both the main and off-hand Talon of the Scarlet Raven."
"DOTA_Item_Desc_Talon_of_the_Scarlet_Raven__OffHand"	"Una garra para inmovilizar rápidamente a sus víctimas."
"[english]DOTA_Item_Desc_Talon_of_the_Scarlet_Raven__OffHand"	"One talon to hold his victims pinned fast."
"DOTA_Item_Desc_Temper_of_the_Highborn__OffHand"	"Vendidas como contrabando por sirvientes mientras la dinastía Tahlin caía, estas hojas ornamentadas regresan finalmente a manos de la realeza."
"[english]DOTA_Item_Desc_Temper_of_the_Highborn__OffHand"	"Smuggled out by servants as the Tahlin dynasty fell, these ornate blades are finally back in royal hands."
"DOTA_Item_Desc_The_Clergy_Ascetic_Set"	"Incluye todos los objetos del set 'El Abstemio del Clero' para Anti-Mage:"
"[english]DOTA_Item_Desc_The_Clergy_Ascetic_Set"	"Includes all of the items in 'The Clergy Ascetic' set for Anti-Mage:"
"DOTA_Item_Desc_The_Subtle_Demons_Blades"	"Uno debe tener cuidado al utilizar semejante hoja, ya que puede cortar certeramente tanto a su usuario como a su rival.

Este pack contiene ambas Hojas del Demonio Sutil para Riki:"
"[english]DOTA_Item_Desc_The_Subtle_Demons_Blades"	"One must use care in the handling of such a blade, for it will cut the wielder as well as surely as the rival.
	
	This bundle contains both of the Subtle Demon's Blades for Riki:"
"DOTA_Item_Desc_Thorned_Abdomen_of_Malice"	"Un camuflaje necesario en las Estepas Espinosas en las que acecha a una presa en particular para alimentar a sus crías."
"[english]DOTA_Item_Desc_Thorned_Abdomen_of_Malice"	"A necessary camouflage in the Thorny Wastes where she stalks a particular prey required to nourish her young.
	"
"DOTA_Item_Desc_Thorned_Skitterers_of_Despite"	"Incluso fuera de las Estepas Espinosas, Broodmother altera su apariencia, tanto por vanidad como por sus propiedades defensivas."
"[english]DOTA_Item_Desc_Thorned_Skitterers_of_Despite"	"Even outside the Thorny Wastes, Broodmother affects the look--as much because it appeals to her eyes as for its defensive properties."
"DOTA_Item_Desc_Thorns_of_the_Highborn"	"Esbeltos y robustos son los cuernos del descendiente de la nobleza."
"[english]DOTA_Item_Desc_Thorns_of_the_Highborn"	"Svelte and sturdy are the horns of the highborn."
"DOTA_Item_Desc_Visage_of_Eki_Bukaw"	"El Rostro de Eki Bukaw será la última cosa que tus enemigos verán antes de cruzar la última colina hacia el vasto pasado."
"[english]DOTA_Item_Desc_Visage_of_Eki_Bukaw"	"The Visage of the Eki Bukaw will be the last thing your enemies see before they cross the final hill into the great gone by."
"DOTA_Item_Desc_Warding_Guise"	"Exorciza a tus enemigos."
"[english]DOTA_Item_Desc_Warding_Guise"	"Exorcise your enemies."
"DOTA_Item_Desc_Web_of_Thorns_Set"	"Incluye todos los objetos del set 'Red de Espinas' para Broodmother:"
"[english]DOTA_Item_Desc_Web_of_Thorns_Set"	"Includes all of the items in the 'Web of Thorns' set for Broodmother:"
"DOTA_Item_Desc_Whisk_of_the_Highborn"	"Frecuentemente acicalada para ser suave y lujosa, la cola de un descendiente de la nobleza se usa comúnmente para mostar el estatus de su propietario en la sociedad."
"[english]DOTA_Item_Desc_Whisk_of_the_Highborn"	"Often made to be soft and luxuriant, a highborn's tail is commonly used to display its owner's status in society."
"DOTA_Item_Desc_Wrath_of_the_Highborn"	"Vendidas como contrabando por sirvientes mientras la dinastía Tahlin caía, estas hojas ornamentadas regresan finalmente a manos de la realeza."
"[english]DOTA_Item_Desc_Wrath_of_the_Highborn"	"Smuggled out by servants as the Tahlin dynasty fell, these ornate blades are finally back in royal hands."
"DOTA_Item_Desc_Wrath_of_the_Highborn_Pack"	"Este pack incluye la Ira del Descendiente de la Nobleza tanto principal como secundaria."
"[english]DOTA_Item_Desc_Wrath_of_the_Highborn_Pack"	"This bundle contains both the main and off-hand Wrath of the Highborn."
"DOTA_Item_Eki_Bukaw_Bracers"	"Brazaletes de Eki Bukaw"
"[english]DOTA_Item_Eki_Bukaw_Bracers"	"Eki Bukaw Bracers"
"DOTA_Item_Eki_Bukaw_Wand"	"Varita de Eki Bukaw"
"[english]DOTA_Item_Eki_Bukaw_Wand"	"Eki Bukaw Wand"
"DOTA_Item_Eki_Bukaw_Wand_Pack"	"Pack Varitas de Eki Bukaw"
"[english]DOTA_Item_Eki_Bukaw_Wand_Pack"	"Eki Bukaw Wand Pack"
"DOTA_Item_Eki_Bukaw_Wand__OffHand"	"Varita de Eki Bukaw - Secundaria"
"[english]DOTA_Item_Eki_Bukaw_Wand__OffHand"	"Eki Bukaw Wand - Off-Hand"
"DOTA_Item_Eki_Spiritual_Implements_Set"	"Set Instrumentos Espirituales Eki"
"[english]DOTA_Item_Eki_Spiritual_Implements_Set"	"Eki Spiritual Implements Set"
"DOTA_Item_Faulds_of_the_Gwimyeon_Warrior"	"Faldar del Guerrero Gwimyeon"
"[english]DOTA_Item_Faulds_of_the_Gwimyeon_Warrior"	"Faulds of the Gwimyeon Warrior"
"DOTA_Item_Fiery_Ward_of_Eki_Bukaw"	"Guardián Llameante de Eki Bukaw"
"[english]DOTA_Item_Fiery_Ward_of_Eki_Bukaw"	"Fiery Ward of Eki Bukaw"
"DOTA_Item_Gauntlets_of_the_Scarlet_Raven"	"Guantes del Cuervo Escarlata"
"[english]DOTA_Item_Gauntlets_of_the_Scarlet_Raven"	"Gauntlets of the Scarlet Raven"
"DOTA_Item_Guard_of_the_Clergy_Ascetic"	"Protector del Abstemio del Clero"
"[english]DOTA_Item_Guard_of_the_Clergy_Ascetic"	"Guard of the Clergy Ascetic"
"DOTA_Item_Guardian_of_Silence_Set"	"Set Guardián del Silencio"
"[english]DOTA_Item_Guardian_of_Silence_Set"	"Guardian of Silence Set"
"DOTA_Item_Gwimyeon_"	"Gwimyeon "
"[english]DOTA_Item_Gwimyeon_"	"Gwimyeon "
"DOTA_Item_Helm_of_the_Silent_Guardian"	"Yelmo del Guardián Silente"
"[english]DOTA_Item_Helm_of_the_Silent_Guardian"	"Helm of the Silent Guardian"
"DOTA_Item_Highborn_Reckoning_Set"	"Set Venganza del Descendiente de la Nobleza"
"[english]DOTA_Item_Highborn_Reckoning_Set"	"Highborn Reckoning Set"
"DOTA_Item_Hood_of_the_Clergy_Ascetic"	"Capucha del Abstemio del Clero"
"[english]DOTA_Item_Hood_of_the_Clergy_Ascetic"	"Hood of the Clergy Ascetic"
"DOTA_Item_Hood_of_the_Scarlet_Raven"	"Capucha del Cuervo Escarlata"
"[english]DOTA_Item_Hood_of_the_Scarlet_Raven"	"Hood of the Scarlet Raven"
"DOTA_Item_Juljae_Sword"	"Espada Juljae"
"[english]DOTA_Item_Juljae_Sword"	"Juljae Sword"
"DOTA_Item_Mnemonus_Arcanus_Set"	"Set Mnemonus Arcanus"
"[english]DOTA_Item_Mnemonus_Arcanus_Set"	"Mnemonus Arcanus Set"
"DOTA_Item_Necklace_of_Scarlet_Raven"	"Collar del Cuervo Escarlata"
"[english]DOTA_Item_Necklace_of_Scarlet_Raven"	"Necklace of Scarlet Raven"
"DOTA_Item_Pauldron_of_the_Silent_Guardian"	"Cubrehombros del Guardián Silente"
"[english]DOTA_Item_Pauldron_of_the_Silent_Guardian"	"Pauldron of the Silent Guardian"
"DOTA_Item_Pauldrons_of_the_Gwimyeon_Warrior"	"Hombreras del Guerrero Gwimyeon"
"[english]DOTA_Item_Pauldrons_of_the_Gwimyeon_Warrior"	"Pauldrons of the Gwimyeon Warrior"
"DOTA_Item_Records_of_the_Eki_Bukaw"	"Registros de Eki Bukaw"
"[english]DOTA_Item_Records_of_the_Eki_Bukaw"	"Records of the Eki Bukaw"
"DOTA_Item_Reprieve_of_the_Clergy_Ascetic"	"Indulto del Abstemio del Clero"
"[english]DOTA_Item_Reprieve_of_the_Clergy_Ascetic"	"Reprieve of the Clergy Ascetic"
"DOTA_Item_Reprieve_of_the_Clergy_Ascetic_Pack"	"Pack Indulto del Abstemio del Clero"
"[english]DOTA_Item_Reprieve_of_the_Clergy_Ascetic_Pack"	"Reprieve of the Clergy Ascetic Pack"
"DOTA_Item_Reprieve_of_the_Clergy_Ascetic__OffHand"	"Indulto del Abstemio del Clero - Secundario"
"[english]DOTA_Item_Reprieve_of_the_Clergy_Ascetic__OffHand"	"Reprieve of the Clergy Ascetic - Off-Hand"
"DOTA_Item_Sack_of_Scrolls"	"Zurrón de Pergaminos"
"[english]DOTA_Item_Sack_of_Scrolls"	"Sack of Scrolls"
"DOTA_Item_Shield_of_the_Silent_Guardian"	"Escudo del Guardián Silente"
"[english]DOTA_Item_Shield_of_the_Silent_Guardian"	"Shield of the Silent Guardian"
"DOTA_Item_Shift_of_the_Silent_Guardian"	"Atuendo del Guardián Silente"
"[english]DOTA_Item_Shift_of_the_Silent_Guardian"	"Shift of the Silent Guardian"
"DOTA_Item_Steelweb_Countenance"	"Semblante de la Red de Acero"
"[english]DOTA_Item_Steelweb_Countenance"	"Steelweb Countenance"
"DOTA_Item_Steelweb_Cuirass"	"Coraza de la Red de Acero"
"[english]DOTA_Item_Steelweb_Cuirass"	"Steelweb Cuirass"
"DOTA_Item_Steelweb_Sheaths"	"Vainas de la Red de Acero"
"[english]DOTA_Item_Steelweb_Sheaths"	"Steelweb Sheaths"
"DOTA_Item_Steelweb_Shell"	"Concha de la Red de Acero"
"[english]DOTA_Item_Steelweb_Shell"	"Steelweb Shell"
"DOTA_Item_Steelweb_of_Pytheos_Set"	"Set Red de Acero de Pytheos"
"[english]DOTA_Item_Steelweb_of_Pytheos_Set"	"Steelweb of Pytheos Set"
"DOTA_Item_Talon_of_the_Scarlet_Raven"	"Garra del Cuervo Escarlata"
"[english]DOTA_Item_Talon_of_the_Scarlet_Raven"	"Talon of the Scarlet Raven"
"DOTA_Item_Talon_of_the_Scarlet_Raven_Pack"	"Pack Garras del Cuervo Escarlata"
"[english]DOTA_Item_Talon_of_the_Scarlet_Raven_Pack"	"Talon of the Scarlet Raven Pack"
"DOTA_Item_Talon_of_the_Scarlet_Raven__OffHand"	"Garra del Cuervo Escarlata - Secundaria"
"[english]DOTA_Item_Talon_of_the_Scarlet_Raven__OffHand"	"Talon of the Scarlet Raven - Off-Hand"
"DOTA_Item_Temper_of_the_Highborn__OffHand"	"Ira del Descendiente de la Nobleza - Secundaria"
"[english]DOTA_Item_Temper_of_the_Highborn__OffHand"	"Temper of the Highborn - Off-Hand"
"DOTA_Item_The_Clergy_Ascetic_Set"	"Set El Abstemio del Clero"
"[english]DOTA_Item_The_Clergy_Ascetic_Set"	"The Clergy Ascetic Set"
"DOTA_Item_Thorned_Abdomen_of_Malice"	"Abdomen Espinoso de Malicia"
"[english]DOTA_Item_Thorned_Abdomen_of_Malice"	"Thorned Abdomen of Malice"
"DOTA_Item_Thorned_Skitterers_of_Despite"	"Patas Espinosas de Malicia"
"[english]DOTA_Item_Thorned_Skitterers_of_Despite"	"Thorned Skitterers of Despite"
"DOTA_Item_Thorns_of_the_Highborn"	"Espinas del Descendiente de la Nobleza"
"[english]DOTA_Item_Thorns_of_the_Highborn"	"Thorns of the Highborn"
"DOTA_Item_Visage_of_Eki_Bukaw"	"Rostro de Eki Bukaw"
"[english]DOTA_Item_Visage_of_Eki_Bukaw"	"Visage of Eki Bukaw"
"DOTA_Item_Warding_Guise"	"Rostro Guardián"
"[english]DOTA_Item_Warding_Guise"	"Warding Guise"
"DOTA_Item_Web_of_Thorns_Set"	"Set Red de Espinas"
"[english]DOTA_Item_Web_of_Thorns_Set"	"Web of Thorns Set"
"DOTA_Item_Whisk_of_the_Highborn"	"Cola del Descendiente de la Nobleza"
"[english]DOTA_Item_Whisk_of_the_Highborn"	"Whisk of the Highborn"
"DOTA_Item_Wrath_of_the_Highborn"	"Ira del Descendiente de la Nobleza"
"[english]DOTA_Item_Wrath_of_the_Highborn"	"Wrath of the Highborn"
"DOTA_Item_Wrath_of_the_Highborn_Pack"	"Pack Ira del Descendiente de la Nobleza"
"[english]DOTA_Item_Wrath_of_the_Highborn_Pack"	"Wrath of the Highborn Pack"
"DOTA_WearableType_Armwrap"	"Brazal"
"[english]DOTA_WearableType_Armwrap"	"Armwrap"
"DOTA_WearableType_Faulds"	"Faldar"
"[english]DOTA_WearableType_Faulds"	"Faulds"
"DOTA_WearableType_Kilt"	"Faldón"
"[english]DOTA_WearableType_Kilt"	"Kilt"
"DOTA_WearableType_Paudron"	"Cubrehombros"
"[english]DOTA_WearableType_Paudron"	"Paudron"
"DOTA_WearableType_Records"	"Documentos"
"[english]DOTA_WearableType_Records"	"Records"
"DOTA_WearableType_Sack"	"Saco"
"[english]DOTA_WearableType_Sack"	"Sack"
"DOTA_WearableType_Shift"	"Atuendo"
"[english]DOTA_WearableType_Shift"	"Shift"
"DOTA_WearableType_Shoulder_Garb"	"Atuendo de Hombro"
"[english]DOTA_WearableType_Shoulder_Garb"	"Shoulder Garb"
"DOTA_WearableType_Spirit_Ward"	"Espíritu Guardián"
"[english]DOTA_WearableType_Spirit_Ward"	"Spirit Ward"
"DOTA_WearableType_Thorax"	"Tórax"
"[english]DOTA_WearableType_Thorax"	"Thorax"
"DOTA_Item_Desc_Copy_of_Nexon_Invitational_Super_Match"	"Nexon presenta ocho de los mejores equipos del panorama internacional y cuatro de Corea encarándose en una serie de enfrentamientos decisivos en Seúl, Corea. Producido y retransmitido por OnGameNet, este evento all-star durará desde el 28 de octubre hasta el 25 de noviembre de 2013."
"[english]DOTA_Item_Desc_Copy_of_Nexon_Invitational_Super_Match"	"Nexon features eight of the best international teams and four from Korea facing off in an epic series of showdowns in Seoul, Korea. Produced and broadcast by OnGameNet, this all-star event will run from October 28 till November 25, 2013."
"DOTA_Item_Desc_Nexon_Invitational_Super_Match"	"Nexon presenta ocho de los mejores equipos del panorama internacional y cuatro de Corea encarándose en una serie de enfrentamientos decisivos en Seúl, Corea. Producido y retransmitido por OnGameNet, este evento all-star durará desde el 28 de octubre hasta el 25 de noviembre de 2013."
"[english]DOTA_Item_Desc_Nexon_Invitational_Super_Match"	"Nexon features eight of the best international teams and four from Korea facing off in an epic series of showdowns in Seoul, Korea. Produced and broadcast by OnGameNet, this all-star event will run from October 28 till November 25, 2013."
"DOTA_Item_Nexon_Invitational_Super_Match"	"Nexon Invitational Super Match"
"[english]DOTA_Item_Nexon_Invitational_Super_Match"	"Nexon Invitational Super Match"
"DOTA_Item_Nexon_Invitational_Super_Match__ADMIN"	"ADMIN de Nexon Invitational Super Match"
"[english]DOTA_Item_Nexon_Invitational_Super_Match__ADMIN"	"Nexon Invitational Super Match - ADMIN"
"DOTA_Item_Desc_Nexon_Invitational_Super_Match__ADMIN"	"Nexon presenta ocho de los mejores equipos del panorama internacional y cuatro de Corea encarándose en una serie de enfrentamientos decisivos en Seúl, Corea. Producido y retransmitido por OnGameNet, este evento all-star durará desde el 28 de octubre hasta el 25 de noviembre de 2013."
"[english]DOTA_Item_Desc_Nexon_Invitational_Super_Match__ADMIN"	"Nexon features eight of the best international teams and four from Korea facing off in an epic series of showdowns in Seoul, Korea. Produced and broadcast by OnGameNet, this all-star event will run from October 28 till November 25, 2013."
"DOTA_Item_ASUS_ROG_DreamLeague"	"ASUS ROG DreamLeague"
"[english]DOTA_Item_ASUS_ROG_DreamLeague"	"ASUS ROG DreamLeague"
"DOTA_Item_ASUS_ROG_DreamLeague__ADMIN"	"ADMIN de ASUS ROG DreamLeague"
"[english]DOTA_Item_ASUS_ROG_DreamLeague__ADMIN"	"ASUS ROG DreamLeague - ADMIN"
"DOTA_Item_Armlets_of_Teardrop_Ice"	"Brazaletes de la Lágrima de Hielo"
"[english]DOTA_Item_Armlets_of_Teardrop_Ice"	"Armlets of Teardrop Ice"
"DOTA_Item_Armour_of_the_Exiled_Ronin"	"Armadura del Ronin Desterrado"
"[english]DOTA_Item_Armour_of_the_Exiled_Ronin"	"Armour of the Exiled Ronin"
"DOTA_Item_Azuremir"	"Azuremir"
"[english]DOTA_Item_Azuremir"	"Azuremir"
"DOTA_Item_Azuremir__Nexon_Invitational_Super_Match_Bundle"	"Pack Azuremir y Nexon Invitational Super Match"
"[english]DOTA_Item_Azuremir__Nexon_Invitational_Super_Match_Bundle"	"Azuremir & Nexon Invitational Super Match Bundle"
"DOTA_Item_Belt_of_Teardrop_Ice"	"Cinturón de la Lágrima de Hielo"
"[english]DOTA_Item_Belt_of_Teardrop_Ice"	"Belt of Teardrop Ice"
"DOTA_Item_Blade_of_the_Blood_Stained_Sands"	"Hoja de las Arenas Ensangrentadas"
"[english]DOTA_Item_Blade_of_the_Blood_Stained_Sands"	"Blade of the Blood Stained Sands"
"DOTA_Item_Burden_of_the_Exiled_Ronin"	"Carga del Ronin Desterrado"
"[english]DOTA_Item_Burden_of_the_Exiled_Ronin"	"Burden of the Exiled Ronin"
"DOTA_Item_Carapace_of_the_Chosen_Larva"	"Caparazón de la Larva Elegida"
"[english]DOTA_Item_Carapace_of_the_Chosen_Larva"	"Carapace of the Chosen Larva"
"DOTA_Item_Chosen_Larva_Bundle"	"Pack Larva Elegida"
"[english]DOTA_Item_Chosen_Larva_Bundle"	"Chosen Larva Bundle"
"DOTA_Item_Cloud_Forged_Battle_Gear_Set"	"Set Equipo de Batalla Forjado de Nubes"
"[english]DOTA_Item_Cloud_Forged_Battle_Gear_Set"	"Cloud Forged Battle Gear Set"
"DOTA_Item_Cloud_Forged_Great_Bracers"	"Grandes Brazaletes Forjados de Nubes"
"[english]DOTA_Item_Cloud_Forged_Great_Bracers"	"Cloud Forged Great Bracers"
"DOTA_Item_Cloud_Forged_Great_Girdle"	"Gran Faja Forjada de Nubes"
"[english]DOTA_Item_Cloud_Forged_Great_Girdle"	"Cloud Forged Great Girdle"
"DOTA_Item_Cloud_Forged_Great_Helm"	"Gran Yelmo Forjado de Nubes"
"[english]DOTA_Item_Cloud_Forged_Great_Helm"	"Cloud Forged Great Helm"
"DOTA_Item_Cloud_Forged_Great_Mantle"	"Gran Manto Forjado de Nubes"
"[english]DOTA_Item_Cloud_Forged_Great_Mantle"	"Cloud Forged Great Mantle"
"DOTA_Item_Cloud_Forged_Great_Staff"	"Gran Bastón Forjado de Nubes"
"[english]DOTA_Item_Cloud_Forged_Great_Staff"	"Cloud Forged Great Staff"
"DOTA_Item_Cloud_Forged_Great_Wings"	"Grandes Alas Forjadas de Nubes"
"[english]DOTA_Item_Cloud_Forged_Great_Wings"	"Cloud Forged Great Wings"
"DOTA_Item_Cowl_of_the_Blood_Stained_Sands"	"Capucha de las Arenas Ensangrentadas"
"[english]DOTA_Item_Cowl_of_the_Blood_Stained_Sands"	"Cowl of the Blood Stained Sands"
"DOTA_Item_Desc_ASUS_ROG_DreamLeague"	"La temporada ASUS ROG DreamLeague Kick-off está patrocinada por ASUS ROG, ROCCAT y TV6. Empezará el 4 de noviembre, 6 de los mejores equipos del mundo competirán en 30 partidas de liga y playoffs en el DreamHack Winter 2013 del 28 al 30 de noviembre por un premio total de 50.000 dólares. Incluye el Set Vestimentas de la Voluntad Férrea."
"[english]DOTA_Item_Desc_ASUS_ROG_DreamLeague"	"ASUS ROG DreamLeague Kick-off season is sponsored by ASUS ROG, ROCCAT & TV6. Starting on November 4th, 6 of the world's best teams will compete in 30 league games and a playoffs at DreamHack Winter 2013 on November 28-30th for a $50,000 prize pool. Includes the Vestments of the Iron Will Set."
"DOTA_Item_Desc_Armlets_of_Teardrop_Ice"	"Las leyendas hablan de doce gemas perdidas, lágrimas brillantes de hielo glacial, imbuidas de un frío tan profundo que incluso las arenas del desierto se convirtieron en tundra."
"[english]DOTA_Item_Desc_Armlets_of_Teardrop_Ice"	"Legends tell of twelve lost gems, teardrops that glow of glacial ice, imbued with a chill so deep that even the desert sands were turned to tundra."
"DOTA_Item_Desc_Armour_of_the_Exiled_Ronin"	"Hecha para soportar los más duros elementos, incluidas... las tormentas de espadas."
"[english]DOTA_Item_Desc_Armour_of_the_Exiled_Ronin"	"Made to endure the harshest of elements, including... blade storms."
