"lang"
{
"Language"	"czech"
"[english]DOTA_Announcer_Preview_Bastion_Killing_Spree_06"	"Way to clean their clocks"
"DOTA_TIP_F_T3"	"SOUTĚŽ FANTASY TÝMŮ"
"[english]DOTA_TIP_F_T3"	"INTERNATIONAL FANTASY CHALLENGE"
"DOTA_TIP_F_R_D_T"	"PROGRAM"
"[english]DOTA_TIP_F_R_D_T"	"SCHEDULE"
"DOTA_TIP_F_R_D_D"	"Bodové hodnocení Soutěže fantasy týmu na šampionátu The International probíhá každý den a pokrývá 7 dní turnaje. Poslední den skutečného turnaje však do Soutěže fantasy týmů zahrnut není, protože v turnaji už nezbývá mnoho hráčů.\n\nBody získané během hlavní události budou vynásobeny 4. Hráči hrající zápasy ve stylu „Nejlepší ze 3“ získají body pouze za dva nejlepší zápasy ze série.\n\nSKUPINOVÁ FÁZE\n\n1. den fantasy soutěže: 3. srpna\n2. den fantasy soutěže: 4. srpna\n3. den fantasy soutěže: 5. srpna\n\nHLAVNÍ UDÁLOST\n\n4. den fantasy soutěže: 6. srpna\n5. den fantasy soutěže: 7. srpna\n6. den fantasy soutěže: 8. srpna\n7. den fantasy soutěže: 9. srpna"
"[english]DOTA_TIP_F_R_D_D"	"The International Fantasy Challenge scoring is done on a day-by-day basis, and covers 7 days of the real tournament. The last day of the real tournament is not used by the Fantasy Challenge, because only a small number of players are left in the tournament at that point.\n\nPoints earned during the Main Event will be multiplied by 4. Players in best of 3 series will only earn points for their two highest scoring games within the series.\n\nGROUP STAGE\n\nFantasy Day 1:   August 3rd\nFantasy Day 2:   August 4th\nFantasy Day 3:   August 5th\n\nMAIN EVENT\n\nFantasy Day 4:   August 6th\nFantasy Day 5:   August 7th\nFantasy Day 6:   August 8th\nFantasy Day 7:   August 9th"
"DOTA_TIP_F_Lineup"	"AKTIVNÍ HRÁČI"
"[english]DOTA_TIP_F_Lineup"	"ACTIVE PLAYERS"
"DOTA_TIP_F_Bench"	"LAVIČKA"
"[english]DOTA_TIP_F_Bench"	"BENCH"
"DOTA_TIP_F_Tab_Team"	"TÝM"
"[english]DOTA_TIP_F_Tab_Team"	"TEAM"
"DOTA_TIP_F_Tab_Results"	"VÝSLEDKY"
"[english]DOTA_TIP_F_Tab_Results"	"RESULTS"
"DOTA_TIP_F_Unnamed"	"Nepojmenovaný tým"
"[english]DOTA_TIP_F_Unnamed"	"Unnamed Team"
"DOTA_TIP_F_EmptySlot"	"Prázdný slot"
"[english]DOTA_TIP_F_EmptySlot"	"Empty Slot"
"DOTA_TIP_F_Total"	"CELKEM"
"[english]DOTA_TIP_F_Total"	"TOTAL"
"DOTA_TIP_F_Day"	"%s1. DEN"
"[english]DOTA_TIP_F_Day"	"DAY #%s1"
"DOTA_TIP_F_IT_Locked"	"TÝM JE UZAMČEN"
"[english]DOTA_TIP_F_IT_Locked"	"TEAM IS LOCKED"
"DOTA_TIP_F_ID_LockedA"	"Tví aktivní hráči ti v dnešních zápasech získají body. Po dnešních zápasech se sem vrať, abys upravil svoji soupisku pro další den."
"[english]DOTA_TIP_F_ID_LockedA"	"Your active players will earn points in their matches today. Return after today's matches to adjust your lineup for the next day of competition."
"DOTA_TIP_F_ID_LockedB"	"Tví aktivní hráči ti v dnešních zápasech získají body. Dnešek je poslední den, kdy mohou fantasy týmy získat body."
"[english]DOTA_TIP_F_ID_LockedB"	"Your active players will earn points in their matches today. This is the last fantasy scoring day of the tournament."
"DOTA_TIP_F_IT_Over"	"SOUTĚŽ FANTASY TÝMŮ SKONČILA"
"[english]DOTA_TIP_F_IT_Over"	"FANTASY TOURNAMENT IS OVER"
"DOTA_TIP_F_IT_Shuffle"	"PŘIPRAV SOUPISKU"
"[english]DOTA_TIP_F_IT_Shuffle"	"SET YOUR LINEUP"
"DOTA_TIP_F_ID_Shuffle"	"Aktualizuj svůj seznam aktivních hráčů předtím, než začne další hrací den. Odpočítávání na spodu stránky ti ukazuje, kolik času na to ještě máš. Pamatuj na to, že hráči sedící na lavičce a nehrající hráči ti nezískají žádné body."
"[english]DOTA_TIP_F_ID_Shuffle"	"Update your active player list before the next day of competition. The timer at the bottom shows the amount of time you have to do this. Remember that players in your Bench slots will score no points, nor will players who don't play any matches."
"DOTA_TIP_2013_MM_Blurb_5"	"Sven a Leshrac spolu chodí do linky již od počátků hry Dota a když k nim přidáte ještě Visageho, dostanete tři nesmrtelné mušketýry. Na druhé straně se proti nim postaví tým závislý na Weaverově farmení a síle Magnuse a Clockwerka. Dokáže Keeper of the Light zadržet nepřátele tak dlouho, aby se jeho spoluhráči stihli nafarmit a převálcovat své soupeře?"
"[english]DOTA_TIP_2013_MM_Blurb_5"	"Sven and Leshrac have been laning together since early Dota, and when you add Visage, you have a terrific trilane. On the other side, we have a greedy lineup relying on Weaver's ability to farm, and the initiation powers of Magnus and Clockwerk. Will Keeper of the Light hold off long enough for his farm intensive team to hit its stride?"
"DOTA_TIP_2013_MM_Rad_5"	"Tým Rising Stars využil linky takto:\nWeaver – Sólo spodní linka\nMagnus – Sólo prostřední linka\nClockwerk – Vrchní linka\nDark Seer a Keeper of the Light – Džungle\n\nSe čtyřmi farmícími hrdiny bylo pro Rising Stars prioritou rychle nabrat úrovně. Poté chtěli využít svého velkého potenciálu při týmových střetech ve středu hry použitím schopností Vacuum, Wall, Cogs a Reverse Polarity. Nicméně Magnus měl problémy udržet krok s Queen of Pain, Weaver podlehl na lince se třemi hrdiny a nechal soupeřům první krev a nepodařený gank na Lone Druida skončil smrtí Dark Seera. V 17. minutě Vici Gaming zabili prvního Roshana a Rising Stars začali nad hrou ztrácet kontrolu. Ačkoliv se jim podařilo zabít několik hrdinů, nutnost jejich hrdinů účastnit se bitev je stála více, než kolik vynesla. S jejich složením hrdinů zvládli bránit celých 40 minut i přes všechny nevýhody, avšak jeden střet rozhodl ve prospěch Vici Gaming, kteří nakonec zvítězili."
"[english]DOTA_TIP_2013_MM_Rad_5"	"Rising Stars used the following lanes:\nWeaver - Solo Bottom\nMagnus - Solo Mid\nClockwerk - Top\nDark Seer and Keeper of the Light - Jungle\n\nWith four farming heroes in their lineup, Rising Stars objective was to get quick levels. Then they'd use their huge teamfight potential during the mid game by combining Vacuum, Wall, Cogs and Reverse Polarity. However, Magnus had a hard time keeping up to Queen of Pain's pace, the Weaver gave away first blood to VG's trilane, and a failed gank attempt on Lone Druid by Dark Seer gave away a free kill. At 17 minutes, Vici Gaming got their first Roshan, and Rising Stars started losing control of the game. Even thought they got some kills, the need for their lineup to be in the middle of the action cost them more than they could get. While the lineup is good enough to hold off for 40 minutes, even at a disadvantage, eventually Vici Gaming wins a decisive fight and takes the game."
"DOTA_TIP_2013_MM_Dire_5"	"Tým Vici Gaming využil linky takto:\nLone Druid – Sólo vrchní linka\nQueen of Pain – Sólo prostřední linka\nVisage, Leshrac a Sven – Spodní linka\n\nQueen of Pain ohlídala prostřední linku a Lone Druidovi se díky několika šťastným schopnostem Entangling Claws a díky dobré rotaci podpůrných hrdinů podařilo ubránit proti Clockwerkovi a Dark Seerovi. Poté, co se třem hrdinům na spodní lince podařilo rychle zabít Weavera, tam Leshrac a Visage zanechali Svena samotného a vydali se roamovat. Síla Queen of Pain zkombinovaná se schopnostmi Leshraca a Visageho umožnila Vici Gaming ovládnout začátek hry a v 17. minutě zabít prvního Roshana. Jakmile ovládli hru, rozhodli se nic neuspěchat a začali se soustředit na farmení a útočení ze všech linek. Po zabití druhého Roshana ve 28. minutě začali čekat na to, až Rising Stars udělají chybu. Ve 40. minutě, kdy byla jejich převaha ve zkušenostech a zlaťácích dostatečná, zaútočili na Rising Stars a po rozhodujícím souboji zvítězili."
"[english]DOTA_TIP_2013_MM_Dire_5"	"Vici Gaming used the following lanes:\nLone Druid - Solo Top\nQueen of Pain - Solo Mid\nVisage, Leshrac and Sven - Bottom\n\nQueen of Pain controlled the Mid lane, and Lone Druid was able to fend off Clockwerk and Dark Seer by means of a few lucky entangles and good support rotations. After the trilane secured an early kill on Weaver, they left Sven to solo against the Weaver, allowing Leshrac and Visage to roam. The sheer burst power of Queen of Pain combined with Leshrac and Visage allowed Vici Gaming to gain control of the early game, and take their first Roshan at 17 minutes. Once in control, they chose not to rush, instead focusing on controlling the map and getting ahead in farm. After taking a second Roshan at 28 minutes, they waited for Rising Stars to make a mistake. Finally, at 40 minutes in, where the gold and xp advantages were enough for Vici Gaming to overwhelm Rising Stars with brute force, they were able to win a decisive fight and claim victory."
"int2013_countdown_purchase_title"	"NOVÝ TÝM SI MŮŽEŠ KOUPIT JEŠTĚ"
"[english]int2013_countdown_purchase_title"	"NEW TEAM PURCHASES CLOSE IN"
"DOTA_TIP_PP_PrizeFormat"	"$%s1"
"[english]DOTA_TIP_PP_PrizeFormat"	"$%s1"
"DOTA_TIP_2013_PlayerAndTeam"	"%s1 – %s2 (%s3)"
"[english]DOTA_TIP_2013_PlayerAndTeam"	"%s1  -  %s2 (%s3)"
"DOTA_TIP_2013_PlayerAndTeamRole"	"%s4: %s1 – %s2 (%s3)"
"[english]DOTA_TIP_2013_PlayerAndTeamRole"	"%s4: %s1  -  %s2 (%s3)"
"DOTA_Item_Shade_of_Agony_Style0"	"S maskou"
"[english]DOTA_Item_Shade_of_Agony_Style0"	"Shaded"
"DOTA_Item_Shade_of_Agony_Style1"	"Bez masky"
"[english]DOTA_Item_Shade_of_Agony_Style1"	"Unshaded"
"DOTA_Item_Wings_of_Agony_Style0"	"Potrhaná"
"[english]DOTA_Item_Wings_of_Agony_Style0"	"Torn"
"DOTA_Item_Wings_of_Agony_Style1"	"Neporušená"
"[english]DOTA_Item_Wings_of_Agony_Style1"	"Pristine"
"DOTA_GGPopup_Title"	"HRA SKONČÍ"
"[english]DOTA_GGPopup_Title"	"GAME WILL END"
"DOTA_GGPopup_Desc"	"Prohrajete za"
"[english]DOTA_GGPopup_Desc"	"You will lose in"
"DOTA_Quest_Holdout_Round"	"Kolo č. %quest_round%: %quest_current_value%/%quest_target_value%"
"[english]DOTA_Quest_Holdout_Round"	"Round %quest_round%: %quest_current_value% / %quest_target_value%"
"DOTA_Quest_Holdout_PrepTime"	"Další kolo: Za %quest_current_value% sekund"
"[english]DOTA_Quest_Holdout_PrepTime"	"Next Round: %quest_current_value% seconds"
"DOTA_profiles_privacy"	"SOUKROMÍ PROFILU"
"[english]DOTA_profiles_privacy"	"PROFILE PRIVACY"
"DOTA_profiles_privacy_desc"	"Zapnutím tohoto nastavení skryješ svůj herní profil a profil služby Steam před ostatními hráči."
"[english]DOTA_profiles_privacy_desc"	"Toggling this setting will hide your Dota 2 and Steam profiles from other players."
"DOTA_ItemTest_Error_VMTCount"	"Model %s1 používá více než jeden materiál. Pro všechny úrovně detailů je povolen pouze jeden materiál.\nNalezené materiály:\n\n%s2"
"[english]DOTA_ItemTest_Error_VMTCount"	"The %s1 model is using more than one material. Only one material is allowed for all the LODs in a model.\nMaterials found:\n\n%s2"
"StoreBanner_Header_DROW_JeweloftheForestSet"	"Drow: Set Jewel of the Forest"
"[english]StoreBanner_Header_DROW_JeweloftheForestSet"	"Drow: Jewel of the Forest Set"
"StoreBanner_Text_DROW_JeweloftheForestSet"	"Klenoty pro klenot."
"[english]StoreBanner_Text_DROW_JeweloftheForestSet"	"Jewels for a jewel."
"StoreBanner_Header_SNK_RegaliaoftheBonelordSet"	"Wraith King: Set Regalia of the Bonelord"
"[english]StoreBanner_Header_SNK_RegaliaoftheBonelordSet"	"Wraith King: Regalia of the Bonelord Set"
"StoreBanner_Text_SNK_RegaliaoftheBonelordSet"	"Král kostí přichází!"
"[english]StoreBanner_Text_SNK_RegaliaoftheBonelordSet"	"Comes the king of bones!"
"StoreBanner_Header_PUDGE_TheOlChopperSet"	"Pudge: Set Ol' Chopper"
"[english]StoreBanner_Header_PUDGE_TheOlChopperSet"	"Pudge: The Ol' Chopper Set"
"StoreBanner_Text_PUDGE_TheOlChopperSet"	"Maso nejprve nasekáme na malé kostičky."
"[english]StoreBanner_Text_PUDGE_TheOlChopperSet"	"There's nothing a slab of sharp can't fix!"
"StoreBanner_Header_SPECTRE_TheMaliciousEfflorescenceSet"	"Spectre: Set Malicious Efflorescence"
"[english]StoreBanner_Header_SPECTRE_TheMaliciousEfflorescenceSet"	"Spectre: The Malicious Efflorescence Set"
"StoreBanner_Text_SPECTRE_TheMaliciousEfflorescenceSet"	"Tajemná síla z nejtemnějších éterických říší."
"[english]StoreBanner_Text_SPECTRE_TheMaliciousEfflorescenceSet"	"From darkest aether comes a haunted power."
"StoreBanner_Header_PA_DarkWraithSet"	"Phantom Assassin: Set Dark Wraith"
"[english]StoreBanner_Header_PA_DarkWraithSet"	"Phantom Assassin: Dark Wraith Set"
"StoreBanner_Text_PA_DarkWraithSet"	"Co oči nevidí, to srdce pocítí."
"[english]StoreBanner_Text_PA_DarkWraithSet"	"Less of me, but more to see."
"StoreBanner_Header_NYX_SacredOrbSet"	"Nyx Assassin: Set Sacred Orb"
"[english]StoreBanner_Header_NYX_SacredOrbSet"	"Nyx Assassin: Sacred Orb Set"
"StoreBanner_Text_NYX_SacredOrbSet"	"Bohyně si přeje, abys jej nosil!"
"[english]StoreBanner_Text_NYX_SacredOrbSet"	"The Goddess wills you to have it!"
"StoreBanner_Header_SLARK_DeepWardenHaulSet"	"Slark: Set Deep Warden Haul"
"[english]StoreBanner_Header_SLARK_DeepWardenHaulSet"	"Slark: Deep Warden Haul Set"
"StoreBanner_Text_SLARK_DeepWardenHaulSet"	"Vybavení z hlubin!"
"[english]StoreBanner_Text_SLARK_DeepWardenHaulSet"	"Arms from the deep!"
"StoreBanner_Header_RIKI_ArmsoftheBladebreakerOrderSet"	"Riki: Set Arms of the Bladebreaker Order"
"[english]StoreBanner_Header_RIKI_ArmsoftheBladebreakerOrderSet"	"Riki: Arms of the Bladebreaker Order Set"
"StoreBanner_Text_RIKI_ArmsoftheBladebreakerOrderSet"	"Ani si nevšimnou, co je zapíchlo!"
"[english]StoreBanner_Text_RIKI_ArmsoftheBladebreakerOrderSet"	"They'll never know what cut them!"
"StoreBanner_Header_OM_AncestralLuckSet"	"Ogre Magi: Set Ancestral Luck"
"[english]StoreBanner_Header_OM_AncestralLuckSet"	"Ogre Magi: Ancestral Luck Set"
"StoreBanner_Text_OM_AncestralLuckSet"	"Štěstí pro tebe. Neštěstí pro ně."
"[english]StoreBanner_Text_OM_AncestralLuckSet"	"Lucky for you. Unlucky for them."
"StoreBanner_Header_TA_RedmoonAssassinsSecretFinerySet"	"Templar Assassin: Set Redmoon Assassin's Secret Finery"
"[english]StoreBanner_Header_TA_RedmoonAssassinsSecretFinerySet"	"Templar Assassin: Redmoon Assassin's Secret Finery Set"
"StoreBanner_Text_TA_RedmoonAssassinsSecretFinerySet"	"Až tě řád Rudého měsíce povolá, odpovíš?"
"[english]StoreBanner_Text_TA_RedmoonAssassinsSecretFinerySet"	"When the Redmoon Order calls, will you answer?"
"StoreBanner_Header_BS_TheGallowsUnderstudySet"	"Bloodseeker: Set Gallows Understudy"
"[english]StoreBanner_Header_BS_TheGallowsUnderstudySet"	"Bloodseeker: The Gallows Understudy Set"
"StoreBanner_Text_BS_TheGallowsUnderstudySet"	"Daleko od Trhanců, přesto stále doma."
"[english]StoreBanner_Text_BS_TheGallowsUnderstudySet"	"Far from the Flayed Twins, yet still at home."
"StoreBanner_Header_QoP_ChainedMistressSet"	"Queen of Pain: Set Chained Mistress"
"[english]StoreBanner_Header_QoP_ChainedMistressSet"	"Queen of Pain: Chained Mistress Set"
"StoreBanner_Text_QoP_ChainedMistressSet"	"Tento set způsobuje nepřátelům bolest jen při pohledu na něj."
"[english]StoreBanner_Text_QoP_ChainedMistressSet"	"Beware pain when restrained."
"StoreBanner_Header_MORPHLING_GiftoftheSeaSet"	"Morphling: Set Gift of the Sea"
"[english]StoreBanner_Header_MORPHLING_GiftoftheSeaSet"	"Morphling: Gift of the Sea Set"
"StoreBanner_Text_MORPHLING_GiftoftheSeaSet"	"Darovanému morphu na zuby nekoukej."
"[english]StoreBanner_Text_MORPHLING_GiftoftheSeaSet"	"Don't look a gift morph in the mouth."
"StoreBanner_Header_HUD_DragonScale"	"Vzhled ukazatelů: Dragon Scale"
"[english]StoreBanner_Header_HUD_DragonScale"	"HUD: Dragon Scale"
"StoreBanner_Text_HUD_DragonScale"	"Pohled z dračí perspektivy!"
"[english]StoreBanner_Text_HUD_DragonScale"	"Get a dragon's-eye view!"
"StoreBanner_Header_HUD_Curiosity"	"Vzhled ukazatelů: Curiosity"
"[english]StoreBanner_Header_HUD_Curiosity"	"HUD: Curiosity"
"StoreBanner_Text_HUD_Curiosity"	"Objev, co ještě musíš objevit!"
"[english]StoreBanner_Text_HUD_Curiosity"	"Discover what you have yet to discover!"
"StoreBanner_Header_HUD_IronCage"	"Vzhled ukazatelů: Iron Cage"
"[english]StoreBanner_Header_HUD_IronCage"	"HUD: Iron Cage"
"StoreBanner_Text_HUD_IronCage"	"Vysvoboďte svoje schopnosti!"
"[english]StoreBanner_Text_HUD_IronCage"	"Set your skill free!"
"StoreBanner_Header_COURIER_Waldi"	"Kurýr: Waldi the Faithful"
"[english]StoreBanner_Header_COURIER_Waldi"	"Courier: Waldi the Faithful"
"StoreBanner_Text_COURIER_Waldi"	"Vypusťte psa!"
"[english]StoreBanner_Text_COURIER_Waldi"	"Release the hound!"
"StoreBanner_Header_WARD_OculatheObserver"	"Warda: Ocula the Observer"
"[english]StoreBanner_Header_WARD_OculatheObserver"	"Ward: Ocula the Observer"
"StoreBanner_Text_WARD_OculatheObserver"	"Neúnavný zvěd špehující nejen nepřátele!"
"[english]StoreBanner_Text_WARD_OculatheObserver"	"Your spy in the field!"
"Attrib_FantasyChallengeTag"	"Soutěž fantasy týmů %s1"
"[english]Attrib_FantasyChallengeTag"	"The Compendium Fantasy Challenge %s1"
"DOTA_HoF_AdmiralBulldog"	"Henrik Ahnberg"
"[english]DOTA_HoF_AdmiralBulldog"	"Henrik Ahnberg"
"DOTA_HoF_Akke"	"Joakim Akterhall"
"[english]DOTA_HoF_Akke"	"Joakim Akterhall"
"DOTA_HoF_Loda"	"Jonathan Berg"
"[english]DOTA_HoF_Loda"	"Jonathan Berg"
"DOTA_HoF_EGM"	"Jerry Lundqvist"
"[english]DOTA_HoF_EGM"	"Jerry Lundqvist"
"DOTA_HoF_s4"	"Gustav Magnusson"
"[english]DOTA_HoF_s4"	"Gustav Magnusson"
"DOTA_Backpack_All_Items"	"Všechny předměty"
"[english]DOTA_Backpack_All_Items"	"All Items"
"DOTA_Backpack_EditFilter"	"Upravit filtry"
"[english]DOTA_Backpack_EditFilter"	"Edit Filters"
"DOTA_Backpack_Filters"	"Filtry"
"[english]DOTA_Backpack_Filters"	"Filters"
"DOTA_Backpack_CreateFilter"	"Vytvořit filtr"
"[english]DOTA_Backpack_CreateFilter"	"Create Filter"
"DOTA_Backpack_CreateFilter_Save"	"Uložit filtr"
"[english]DOTA_Backpack_CreateFilter_Save"	"Save Filter"
"DOTA_Backpack_CreateFilter_Close"	"Zavřít"
"[english]DOTA_Backpack_CreateFilter_Close"	"Close"
"DOTA_Backpack_CreateFilter_Delete"	"Odstranit filtr"
"[english]DOTA_Backpack_CreateFilter_Delete"	"Delete Filter"
"DOTA_Backpack_CreateFilter_Name"	"Název filtru:"
"[english]DOTA_Backpack_CreateFilter_Name"	"Filter Name:"
"DOTA_Filter_Rarity"	"Vzácnost:"
"[english]DOTA_Filter_Rarity"	"Rarity:"
"DOTA_Filter_Quality"	"Kvalita:"
"[english]DOTA_Filter_Quality"	"Quality:"
"DOTA_Filter_Type"	"Typ:"
"[english]DOTA_Filter_Type"	"Type:"
"DOTA_Filter_Hero"	"Hrdina:"
"[english]DOTA_Filter_Hero"	"Hero:"
"DOTA_Filter_ItemName"	"Název předmětu:"
"[english]DOTA_Filter_ItemName"	"Item Name:"
"DOTA_Filter_UnownedItems"	"Sběratelův pohled"
"[english]DOTA_Filter_UnownedItems"	"Collector's View"
