"lang"
{
"Language"	"turkish"
"[english]DOTA_Tooltip_ability_elder_titan_natural_order_magic_resistance_pct"	"%BASE RESIST REDUCTION:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter"	"Earth Splitter"
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter"	"Earth Splitter"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_width"	"KIRILMA GENİŞLİĞİ:"
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_width"	"CRACK WIDTH:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_distance"	"MENZİL:"
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_distance"	"RANGE:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_time"	"GECİKME:"
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_time"	"DELAY:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_slow_duration"	"YAVAŞLATMA SÜRESİ:"
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter_slow_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_damage_pct"	"%HASAR OLAN MAKS SAĞLIK:"
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter_damage_pct"	"%MAX HP AS DAMAGE:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_slow_pct"	"%YAVAŞLATMA:"
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter_slow_pct"	"%SLOW:"
"DOTA_Watch_Hero_Filter"	"Kahraman Filtrele"
"[english]DOTA_Watch_Hero_Filter"	"Hero Filter"
"DOTA_Watch_Team_Filter"	"Takım Oyunları"
"[english]DOTA_Watch_Team_Filter"	"Team Games"
"DOTA_Tooltip_modifier_elder_titan_echo_stomp"	"Echo Stomp"
"[english]DOTA_Tooltip_modifier_elder_titan_echo_stomp"	"Echo Stomp"
"DOTA_Tooltip_modifier_elder_titan_echo_stomp_Description"	"Elder Titan tarafından uyutuldu."
"[english]DOTA_Tooltip_modifier_elder_titan_echo_stomp_Description"	"Knocked asleep by Elder Titan."
"DOTA_Tooltip_modifier_elder_titan_ancestral_spirit_buff"	"Astral Titan Güçlendirmesi"
"[english]DOTA_Tooltip_modifier_elder_titan_ancestral_spirit_buff"	"Astral Titan Buff"
"DOTA_Tooltip_modifier_elder_titan_ancestral_spirit_buff_Description"	"%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% fazladan haraket hızı ve %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% fazladan hasar kazanıyor."
"[english]DOTA_Tooltip_modifier_elder_titan_ancestral_spirit_buff_Description"	"Gaining %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% bonus movement speed, and %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% bonus damage."
"DOTA_Tooltip_modifier_elder_titan_natural_order"	"Natural Order"
"[english]DOTA_Tooltip_modifier_elder_titan_natural_order"	"Natural Order"
"DOTA_Tooltip_modifier_elder_titan_natural_order_Description"	"Büyü direncini ve temel zırhı %dMODIFIER_PROPERTY_TOOLTIP%% azaltıyor."
"[english]DOTA_Tooltip_modifier_elder_titan_natural_order_Description"	"Reducing magic resistance and base armor by %dMODIFIER_PROPERTY_TOOLTIP%%."
"DOTA_Tooltip_modifier_elder_titan_earth_splitter"	"Earth Splitter"
"[english]DOTA_Tooltip_modifier_elder_titan_earth_splitter"	"Earth Splitter"
"DOTA_Tooltip_modifier_elder_titan_earth_splitter_Description"	"%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% yavaşlatıldı."
"[english]DOTA_Tooltip_modifier_elder_titan_earth_splitter_Description"	"Slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"friends_pending"	"BEKLEYEN ARKADAŞLIK İSTEKLERİ"
"[english]friends_pending"	"PENDING FRIEND REQUESTS"
"dota_match_local_game"	"YEREL OYUNA BAĞLANILDI"
"[english]dota_match_local_game"	"Connected to local game"
"DOTA_UserMenu_AddFriend"	"Arkadaş olarak ekle"
"[english]DOTA_UserMenu_AddFriend"	"Add as Friend"
"DOTA_UserMenu_RemoveFriend"	"Arkadaşı Sil"
"[english]DOTA_UserMenu_RemoveFriend"	"Remove Friend"
"DOTA_UserMenu_AcceptFriendRequest"	"Arkadaşlık İsteğini Kabul Et"
"[english]DOTA_UserMenu_AcceptFriendRequest"	"Accept Friend Request"
"DOTA_UserMenu_IgnoreFriendRequest"	"Arkadaşlık İsteğini Yoksay"
"[english]DOTA_UserMenu_IgnoreFriendRequest"	"Ignore Friend Request"
"DOTA_Post_Match_Survey_Question_0"	"Lütfen bu maçtan aldığınız zevki derecelendirin:"
"[english]DOTA_Post_Match_Survey_Question_0"	"Please rate your enjoyment of this match:"
"DOTA_Post_Match_Survey_Thanks"	"Geri bildirim için teşekkürler!"
"[english]DOTA_Post_Match_Survey_Thanks"	"Thank you for your feedback!"
"DOTA_Survey_Very_Low"	"Çok Düşük"
"[english]DOTA_Survey_Very_Low"	"Very Low"
"DOTA_Survey_Low"	"Düşük"
"[english]DOTA_Survey_Low"	"Low"
"DOTA_Survey_Average"	"Orta"
"[english]DOTA_Survey_Average"	"Average"
"DOTA_Survey_Good"	"Yüksek"
"[english]DOTA_Survey_Good"	"High"
"DOTA_Survey_Very_Good"	"Çok Yüksek"
"[english]DOTA_Survey_Very_Good"	"Very High"
"DOTA_RP_PENDING"	"Bekleyen Arkadaşlık İstekleri"
"[english]DOTA_RP_PENDING"	"Friend Request Pending"
"DOTA_RichPresence_Help"	"Ne var ne yok? Burdan özel durum ayarla!"
"[english]DOTA_RichPresence_Help"	"What's new? Set a custom status here!"
"DOTA_RP_QUEST"	"Eğitim Görevinde"
"[english]DOTA_RP_QUEST"	"On A Training Mission"
"DOTA_RP_BOTPRACTICE"	"Botlara Karşı Oynuyor"
"[english]DOTA_RP_BOTPRACTICE"	"Playing Against Bots"
"DOTA_Workshop_ViewItems_List"	"EŞYA LİSTESİ:"
"[english]DOTA_Workshop_ViewItems_List"	"ITEM LIST:"
"DOTA_Workshop_ViewItems_Sort_Creation"	"Oluşturma Tarihi"
"[english]DOTA_Workshop_ViewItems_Sort_Creation"	"Creation Date"
"DOTA_Workshop_ViewItems_Sort_Update"	"Son Güncellenme Tarihi"
"[english]DOTA_Workshop_ViewItems_Sort_Update"	"Last Update Date"
"DOTA_Workshop_ViewItems_Sort_Title"	"Başlık"
"[english]DOTA_Workshop_ViewItems_Sort_Title"	"Title"
"DOTA_Workshop_ViewItems_Sort_Hero"	"Kahraman"
"[english]DOTA_Workshop_ViewItems_Sort_Hero"	"Hero"
"ExamineItem"	"İncele"
"[english]ExamineItem"	"Peek inside"
"examine_chest_may_contain"	"Bu sandıkta aşağıda yer alan eşyalardan herhangi biri bulunabilir:"
"[english]examine_chest_may_contain"	"This chest may contain any one of the following items:"
"examine_chest_required"	"AÇMAK İÇİN GEREKLİ"
"[english]examine_chest_required"	"REQUIRED TO UNLOCK"
"examine_chest_purchase_key"	"Anahtar Satın Al Ve Aç"
"[english]examine_chest_purchase_key"	"Purchase Key And Open"
"examine_chest_unlock"	"Anahtarı Kullan"
"[english]examine_chest_unlock"	"Use Key"
"examine_chest_mystery"	"Nadir Özel Eşya"
"[english]examine_chest_mystery"	"Rare Special Item"
"examine_chest_mystery_desc"	"Bu sandık son derece nadir özel bir eşyayı içerebilir!"
"[english]examine_chest_mystery_desc"	"This chest may contain an exceedingly rare special item!"
"Store_Wards"	"Gözler"
"[english]Store_Wards"	"Wards"
"Attrib_Particle68"	"Billur Yarık"
"[english]Attrib_Particle68"	"Crystal Rift"
"Attrib_CustomBaseAttackFX"	"Bu eşya kahramanın temel saldırı efektlerini değiştirir."
"[english]Attrib_CustomBaseAttackFX"	"This item modifies the hero's base attack effects."
"Attrib_CustomSlarkPounce"	"Bu silah kendine has bir Pounce animasyonuna sahiptir."
"[english]Attrib_CustomSlarkPounce"	"This weapon has a custom Pounce animation."
"DOTA_Announcer_Preview_Tusk_01"	"Adil ve temiz bir mücadele istiyorum"
"[english]DOTA_Announcer_Preview_Tusk_01"	"I want a nice, clean fight"
"DOTA_Announcer_Preview_Tusk_02"	"Dire orta kulesi saldırı altında"
"[english]DOTA_Announcer_Preview_Tusk_02"	"Dire's middle tower is under attack"
"DOTA_Announcer_Preview_Tusk_03"	"Ah, kış! Bana evimi hatırlatıyor"
"[english]DOTA_Announcer_Preview_Tusk_03"	"Ah, winter! Reminds me of home"
"DOTA_Announcer_Preview_Tusk_04"	"Roshan, Radiant tarafından öldürüldü"
"[english]DOTA_Announcer_Preview_Tusk_04"	"Roshan has fallen to the Radiant"
"DOTA_Announcer_Preview_Tusk_05"	"Dota'ya hoşgeldin"
"[english]DOTA_Announcer_Preview_Tusk_05"	"Welcome to Dota"
"DOTA_Announcer_Preview_Tusk_06"	"Mücadele başlıyor"
"[english]DOTA_Announcer_Preview_Tusk_06"	"The battle begins"
"DOTA_MiniKillcam_Recent_Title"	"Alınan Son Hasar"
"[english]DOTA_MiniKillcam_Recent_Title"	"Recent Damage Taken"
"DOTA_MiniKillcam_DMG"	"%s1 Hasar"
"[english]DOTA_MiniKillcam_DMG"	"%s1 Dmg"
"DOTA_UI_please_rate_build"	"Lütfen bu kahraman yapısını derecelendirin:"
"[english]DOTA_UI_please_rate_build"	"Please rate this hero build:"
"dota_region_korea"	"Güney Kore"
"[english]dota_region_korea"	"South Korea"
"dota_matchgroup_icn"	"Güney Kore"
"[english]dota_matchgroup_icn"	"South Korea"
"item_showcase_title"	"ÖNE ÇIKAN EŞYALAR"
"[english]item_showcase_title"	"FEATURED ITEMS"
"item_showcase_change"	"ÖNE ÇIKAN EŞYALARI DÜZENLE"
"[english]item_showcase_change"	"EDIT FEATURED ITEMS"
"HERO_SHOWCASE_EQUIPPED"	"KUŞANILAN EŞYALAR"
"[english]HERO_SHOWCASE_EQUIPPED"	"CURRENTLY EQUIPPED ITEMS"
"hero_showcase_preview_tooltip"	"Kahramanın kuşandığı eşyaları incele"
"[english]hero_showcase_preview_tooltip"	"Inspect this hero's currently equipped items"
"dota_key"	"Hazine Anahtarı"
"[english]dota_key"	"Treasure Key"
"Rarity_Arcana"	"Gizemli"
"[english]Rarity_Arcana"	"Arcana"
"DOTA_Tutorial_M2_CourierComplete"	"Tidehunter'ın sağlığı düşük gözüküyordu. Belki de onu ilk ve son olarak defedebileceğin bir yol vardır."
"[english]DOTA_Tutorial_M2_CourierComplete"	"It looked like Tidehunter was low on health.  Perhaps there's a way you can fend him off once and for all."
"DOTA_Tutorial_M2_SecretOverlook"	"Buraya!"
"[english]DOTA_Tutorial_M2_SecretOverlook"	"Over here!"
"npc_dota_hero_legion_commander"	"Legion Commander"
"[english]npc_dota_hero_legion_commander"	"Legion Commander"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds"	"Overwhelming Odds"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds"	"Overwhelming Odds"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_Description"	"Düşmanların sayısını onların aleyhine çevirir, hasar verir ve sana, birim başına fazladan hareket hızı verir. Sahip oldukları anlık sağlıklarının yüzdesine göre illüzyonlara ve çağrılmış birimlere fazladan hasar verir."
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_Description"	"Turns the enemies numbers against them, dealing damage and granting you bonus movement speed per unit.  Deals bonus damage to illusions and summoned units as a percent of their current health."
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_radius"	"YARIÇAP:"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_radius"	"RADIUS:"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_damage"	"HASAR:"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_damage_per_unit"	"BİRİM BAŞINA HASAR:"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_damage_per_unit"	"DAMAGE PER UNIT:"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_illusion_dmg_pct"	"%İLLÜZYON HASARI:"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_illusion_dmg_pct"	"%ILLUSION DAMAGE:"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_duration"	"SÜRE:"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_duration"	"DURATION:"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_bonus_speed_creeps"	"%FAZLADAN HIZ (YARATIKLAR):"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_bonus_speed_creeps"	"%BONUS SPEED (CREEPS):"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_bonus_speed_heroes"	"%FAZLADAN HIZ (KAHRAMANLAR):"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_bonus_speed_heroes"	"%BONUS SPEED (HEROES):"
"DOTA_Tooltip_ability_legion_commander_press_the_attack"	"Press The Attack"
"[english]DOTA_Tooltip_ability_legion_commander_press_the_attack"	"Press The Attack"
"DOTA_Tooltip_ability_legion_commander_press_the_attack_duration"	"SÜRE:"
"[english]DOTA_Tooltip_ability_legion_commander_press_the_attack_duration"	"DURATION:"
"DOTA_Tooltip_ability_legion_commander_press_the_attack_attack_speed"	"FAZLADAN SALDIRI HIZI:"
"[english]DOTA_Tooltip_ability_legion_commander_press_the_attack_attack_speed"	"BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_legion_commander_press_the_attack_hp_regen"	"SAĞLIK YENİLEMESİ:"
"[english]DOTA_Tooltip_ability_legion_commander_press_the_attack_hp_regen"	"HP REGEN:"
"DOTA_Tooltip_ability_legion_commander_moment_of_courage"	"Moment of Courage"
"[english]DOTA_Tooltip_ability_legion_commander_moment_of_courage"	"Moment of Courage"
"DOTA_Tooltip_ability_legion_commander_moment_of_courage_Description"	"Legion Commander, kendisine saldırıldığında, anında fazladan can çalma ile karşı saldırı yapma şansına sahiptir."
"[english]DOTA_Tooltip_ability_legion_commander_moment_of_courage_Description"	"When attacked, Legion Commander has a chance to immediately attack again with bonus lifesteal."
"DOTA_Tooltip_ability_legion_commander_moment_of_courage_trigger_chance"	"%ŞANS:"
"[english]DOTA_Tooltip_ability_legion_commander_moment_of_courage_trigger_chance"	"%CHANCE:"
"DOTA_Tooltip_ability_legion_commander_moment_of_courage_hp_leech_percent"	"%CAN ÇALMA:"
"[english]DOTA_Tooltip_ability_legion_commander_moment_of_courage_hp_leech_percent"	"%LIFESTEAL:"
"DOTA_Tooltip_ability_legion_commander_duel"	"Duel"
"[english]DOTA_Tooltip_ability_legion_commander_duel"	"Duel"
"DOTA_Tooltip_ability_legion_commander_duel_Description"	"Legion Commander ve hedef düşman kahraman kısa bir süre için birbirlerine saldırmaya zorlanır. İki kahraman da eşyalarını ve yeteneklerini kullanamaz. Eğer bu süre içerisinde kahramanlardan birisi ölürse, düelloyu kazanan kahraman kalıcı olarak fazladan hasar kazanır."
"[english]DOTA_Tooltip_ability_legion_commander_duel_Description"	"Legion Commander and the target enemy hero are forced to attack each other for a short duration.  Neither hero can use items or abilities.  If either hero dies during the duration, the hero winning the Duel gains permanent bonus damage."
"DOTA_Tooltip_ability_legion_commander_duel_duration"	"SÜRE:"
"[english]DOTA_Tooltip_ability_legion_commander_duel_duration"	"DURATION:"
"DOTA_Tooltip_ability_legion_commander_duel_reward_damage"	"FAZLADAN HASAR:"
"[english]DOTA_Tooltip_ability_legion_commander_duel_reward_damage"	"BONUS DAMAGE:"
"DOTA_UI_Update"	"GÜNCELLEME"
"[english]DOTA_UI_Update"	"UPDATE"
"dota_region_southafrica"	"Güney Afrika"
"[english]dota_region_southafrica"	"South Africa"
"dota_matchgroup_cpt"	"Güney Afrika"
"[english]dota_matchgroup_cpt"	"South Africa"
"DOTA_ProfileRequestFailed"	"Profil verisi alınamadı."
"[english]DOTA_ProfileRequestFailed"	"Failed to retrieve profile data."
"game_mode_0"	"-"
"[english]game_mode_0"	"-"
"game_mode_1"	"SERBEST SEÇİM"
"[english]game_mode_1"	"ALL PICK"
"game_mode_2"	"KAPTAN MODU"
"[english]game_mode_2"	"CAPTAINS MODE"
"game_mode_3"	"RASTGELE ÇEKİLİŞ"
"[english]game_mode_3"	"RANDOM DRAFT"
"game_mode_4"	"TEK ÇEKİLİŞ"
"[english]game_mode_4"	"SINGLE DRAFT"
"game_mode_5"	"TÜMÜ RASTGELE"
"[english]game_mode_5"	"ALL RANDOM"
"game_mode_6"	"-"
"[english]game_mode_6"	"-"
"game_mode_7"	"DIRETIDE"
"[english]game_mode_7"	"DIRETIDE"
"game_mode_8"	"TERS KAPTAN MODU"
"[english]game_mode_8"	"REVERSE CAPTAINS MODE"
"game_mode_9"	"Greeviling"
"[english]game_mode_9"	"The Greeviling"
"game_mode_10"	"EĞİTİM"
"[english]game_mode_10"	"TUTORIAL"
"game_mode_11"	"SADECE ORTA"
"[english]game_mode_11"	"MID ONLY"
"game_mode_12"	"AZ OYNANAN"
"[english]game_mode_12"	"LEAST PLAYED"
"game_mode_13"	"SINIRLI KAHRAMAN"
"[english]game_mode_13"	"LIMITED HEROES"
"game_mode_0_desc"	"-"
"[english]game_mode_0_desc"	"-"
"game_mode_1_desc"	"Her oyuncu kahraman havuzundan bir kahraman seçer."
"[english]game_mode_1_desc"	"Each player selects a hero from the entire hero pool."
"game_mode_2_desc"	"Her takımın bir Kaptanı olur ve bu Kaptan kendi takımı için kahraman seçimini yapar. Kaptanlar aynı zamanda kahraman da yasaklarlar."
"[english]game_mode_2_desc"	"Each team is assigned a Captain, who makes all the hero selections for their team. Captains also ban heroes from the pool."
"game_mode_3_desc"	"Oyuncular, 20 rastgele kahramanın yer aldığı ortak bir kahraman havuzundan sırayla seçim yapar. Sıran geldiğinde sana bildirilir."
"[english]game_mode_3_desc"	"Players take turns selecting a hero from a shared pool of 20 random heroes. You will be told when it's your turn to select."
"game_mode_4_desc"	"Her oyuncu kendilerine sunulan rastgele üç farklı kahramandan birini seçer."
"[english]game_mode_4_desc"	"Each player selects a hero from a set of three heroes randomly chosen for them."
"game_mode_5_desc"	"Her oyuncuya rastgele bir kahraman verilir."
"[english]game_mode_5_desc"	"Each player is randomly assigned a hero."
"game_mode_6_desc"	"-"
"[english]game_mode_6_desc"	"-"
"game_mode_7_desc"	"Diretide"
"[english]game_mode_7_desc"	"Diretide"
"game_mode_8_desc"	"Takımların birbirleri için seçim yapması dışında Kaptan Modu ile aynıdır"
"[english]game_mode_8_desc"	"Same as Captain's mode except team's pick for each other"
"game_mode_9_desc"	"Vahşi Greevillerin istilası nedeniyle Frostivus iptal edildi! Tatili geri kazanmak için Greevilleri evcilleştirmek sana ve takımına bağlı!"
"[english]game_mode_9_desc"	"Thanks to an infestation of wild Greevils, Frostivus has been cancelled! It's up to you and your tame pet Greevils to reclaim the holiday!"
"game_mode_10_desc"	"Eğitim modu."
"[english]game_mode_10_desc"	"Tutorial mode."
"game_mode_11_desc"	"Yan kulvarları kapatır ve aynı kahramanın seçilmesine izin verir."
"[english]game_mode_11_desc"	"Shuts off side lanes and allows the same hero to be picked."
"game_mode_12_desc"	"Oyuncular yalnızca az oynadıkları kahramanlar arasından seçim yapabilirler! Bu mod yeni kahramanlar öğrenmek için çok iyidir çünkü herkes eşit şartlarda oynar."
"[english]game_mode_12_desc"	"Players can only choose from a list of their least played heroes! This mode is great for learning new heroes since everyone will be on equal footing."
"game_mode_13_desc"	"Yeni oyunculara uygun kahramanlarla oyna."
"[english]game_mode_13_desc"	"Play with heroes suitable for new players."
"dota_workshop_editexistingitem"	"Mevcut Gönderimi Güncelle"
"[english]dota_workshop_editexistingitem"	"Update Existing Submission"
"DOTA_Workshop_QueryTimeout_Title"	"Atölye İle Bağlantı Kesildi"
"[english]DOTA_Workshop_QueryTimeout_Title"	"Lost Connection To Workshop"
"DOTA_Workshop_ErrorTimeout_Title"	"Atölye'ye Bağlanmada Hata"
"[english]DOTA_Workshop_ErrorTimeout_Title"	"Error Connecting To Workshop"
"DOTA_Workshop_Edit"	"Düzenle"
"[english]DOTA_Workshop_Edit"	"Edit"
"DOTA_Workshop_Delete"	"Sil"
"[english]DOTA_Workshop_Delete"	"Delete"
"DOTA_Workshop_AbilityTitle"	"KAHRAMAN VE YETENEK SEÇ"
"[english]DOTA_Workshop_AbilityTitle"	"SELECT HERO AND ABILITY"
"DOTA_Workshop_NoFile_Update"	"< GÜNCELLEME SEÇİLMEDİ >"
"[english]DOTA_Workshop_NoFile_Update"	"< NO UPDATE SELECTED >"
"DOTA_Workshop_SubmissionType_Ability"	"YETENEK"
"[english]DOTA_Workshop_SubmissionType_Ability"	"ABILITY"
"DOTA_ItemTest_NotInTest"	"Dota 2 Test'te Yayınlanamadı"
"[english]DOTA_ItemTest_NotInTest"	"Cannot Publish In Dota 2 Test"
"DOTA_ItemTest_NotInTest_Desc"	"Steam Atölyesi ile etkileşim için lütfen ana Dota 2 istemcisini kullanın."
"[english]DOTA_ItemTest_NotInTest_Desc"	"Please use the main Dota 2 client to interact with the Steam Workshop."
"DOTA_ItemTest_Animation_Attack"	"SALDIRI"
"[english]DOTA_ItemTest_Animation_Attack"	"ATTACK"
"DOTA_Import_Mat0Title_Generic"	"DOKU KAPLAMA DOSYALARI"
"[english]DOTA_Import_Mat0Title_Generic"	"TEXTURE FILES"
"DOTA_Import_LOD1Title_Generic"	"OYUN İÇİ GEOMETRİ"
"[english]DOTA_Import_LOD1Title_Generic"	"IN-GAME GEOMETRY"
"DOTA_Import_Boar"	"Boar"
"[english]DOTA_Import_Boar"	"Boar"
"item"	"Eşya"
"[english]item"	"Item"
